"source","destination","source_chain","destination_chain","source_address","destination_address","transaction_time_utc","source_lock_time_utc","destination_mint_time_utc","transaction_duration_seconds","transaction_duration_hh_mm_ss","transaction_amount","token_symbol","transaction_amount_usd","refunded_or_not","status","simplified_status","is_insufficient_fee","gas_paid","source_tx_hash","message_id","bridge_protocol","data_source"
"axelar : axelar1aqcj54lzz0rk22gvqgcn8fr5tx4rzwdv5wv5j9dmnacgefvd7wzsy2j2mr","ethereum : 0xB5FB4BE02232B1bBA4dC8f81dc24C26980dE9e3C","axelar","ethereum","axelar1aqcj54lzz0rk22gvqgcn8fr5tx4rzwdv5wv5j9dmnacgefvd7wzsy2j2mr","0xB5FB4BE02232B1bBA4dC8f81dc24C26980dE9e3C","2026-08-31T13:41:56Z","2026-08-31T13:41:56Z","2026-08-31T13:43:23Z","87","00:01:27","0.2044","agETH",,"Pending Refund","executed","received","False","False","BC52D463407AE9DE45A13B54992FBEEC715D223C64BB4067429547D6D6E1E4B8","0xbc52d463407ae9de45a13b54992fbeec715d223c64bb4067429547d6d6e1e4b8-7095935","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"axelar : axelar1aqcj54lzz0rk22gvqgcn8fr5tx4rzwdv5wv5j9dmnacgefvd7wzsy2j2mr","optimism : 0xB5FB4BE02232B1bBA4dC8f81dc24C26980dE9e3C","axelar","optimism","axelar1aqcj54lzz0rk22gvqgcn8fr5tx4rzwdv5wv5j9dmnacgefvd7wzsy2j2mr","0xB5FB4BE02232B1bBA4dC8f81dc24C26980dE9e3C","2026-08-31T13:36:52Z","2026-08-31T13:36:52Z","2026-08-31T13:37:33Z","41","00:00:41","489.6116085780461","FNX",,"Not Refunded","executed","received","False","False","87FDF5196568BBCFAD2B5E2A83D65B981BFF8BF45BDE43C8D558AABD33AEEC2B","0x87fdf5196568bbcfad2b5e2a83d65b981bff8bf45bde43c8d558aabd33aeec2b-7095929","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"polygon : 0xB5FB4BE02232B1bBA4dC8f81dc24C26980dE9e3C","axelar : axelar1aqcj54lzz0rk22gvqgcn8fr5tx4rzwdv5wv5j9dmnacgefvd7wzsy2j2mr","polygon","axelar","0xB5FB4BE02232B1bBA4dC8f81dc24C26980dE9e3C","axelar1aqcj54lzz0rk22gvqgcn8fr5tx4rzwdv5wv5j9dmnacgefvd7wzsy2j2mr","2026-08-31T13:36:34Z","2026-08-31T13:36:34Z","2026-08-31T13:36:52Z","18","00:00:18","489.6116085780461","FNX",,"Not Refunded","executed","received","False","True","0x9ffd0ddc4f3f45cd8206e806b1d810941f01876e7276676f8c50b63bf490c062","0x9ffd0ddc4f3f45cd8206e806b1d810941f01876e7276676f8c50b63bf490c062-6","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"osmosis : osmo1n6ney9tsf55etz9nrmzyd8wa7e64qd3s06a74fqs30ka8pps6cvqtsycr6","base : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","osmosis","base","osmo1n6ney9tsf55etz9nrmzyd8wa7e64qd3s06a74fqs30ka8pps6cvqtsycr6","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","2026-08-31T13:36:31Z","2026-08-31T13:36:31Z","2026-08-31T13:37:07Z","36","00:00:36","0.338938","axlUSDC","0.338882414168","Pending Refund","executed","received","False","True","9705EC7CE5A7E9B4C6A94DD9DA58E8A42F1293126BBC797E961229908B672697","0x00019470a6f94245fd01609c7b741959868beb7e4436f4df1a0e16bf04df3463-7095923","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"avalanche : 0xBeB12d8861765c850E8426Cc5c6a5207222f2477","Arbitrum : 0xEF1cE4489962E6d6D6BE8066E160B2799610cB85","avalanche","Arbitrum","0xBeB12d8861765c850E8426Cc5c6a5207222f2477","0xEF1cE4489962E6d6D6BE8066E160B2799610cB85","2026-08-31T13:35:10Z","2026-08-31T13:35:10Z","2026-08-31T13:35:54Z","44","00:00:44","0.143322","axlUSDC","0.143298495192","Not Refunded","executed","received","False","True","0x499fe200e17ba0fed87850f9a10570fc94d0f8be24a914abf384406836635337","0x499fe200e17ba0fed87850f9a10570fc94d0f8be24a914abf384406836635337-14","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"avalanche : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","osmosis : osmo1j5mzxyej2rk0v48exukax7tn2w9axq8jft4ng3","avalanche","osmosis","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","osmo1j5mzxyej2rk0v48exukax7tn2w9axq8jft4ng3","2026-08-31T13:30:57Z","2026-08-31T13:30:57Z","2026-08-31T13:31:22Z","25","00:00:25","115.326703","axlUSDC","115.31286379564","Not Refunded","executed","received","False","True","0x57b25db1708f5d88dc7aaebbebc018818e2696f2dba06836cfee1e8ab7d28fbd","0x57b25db1708f5d88dc7aaebbebc018818e2696f2dba06836cfee1e8ab7d28fbd-14","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"arbitrum : 0xB5FB4BE02232B1bBA4dC8f81dc24C26980dE9e3C","axelar : axelar1aqcj54lzz0rk22gvqgcn8fr5tx4rzwdv5wv5j9dmnacgefvd7wzsy2j2mr","arbitrum","axelar","0xB5FB4BE02232B1bBA4dC8f81dc24C26980dE9e3C","axelar1aqcj54lzz0rk22gvqgcn8fr5tx4rzwdv5wv5j9dmnacgefvd7wzsy2j2mr","2026-08-31T13:29:40Z","2026-08-31T13:29:40Z","2026-08-31T13:51:07Z","1287","00:21:27","50121.358098432844","ATH","246.2808160746885","Not Refunded","executed","received","False","True","0x914e8369c49825e8cf10b1b0aace9df739c5d129eebc032e1f57dcbbcb44db95","0x914e8369c49825e8cf10b1b0aace9df739c5d129eebc032e1f57dcbbcb44db95-12","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"arbitrum : 0xB5FB4BE02232B1bBA4dC8f81dc24C26980dE9e3C","axelar : axelar1aqcj54lzz0rk22gvqgcn8fr5tx4rzwdv5wv5j9dmnacgefvd7wzsy2j2mr","arbitrum","axelar","0xB5FB4BE02232B1bBA4dC8f81dc24C26980dE9e3C","axelar1aqcj54lzz0rk22gvqgcn8fr5tx4rzwdv5wv5j9dmnacgefvd7wzsy2j2mr","2026-08-31T13:29:38Z","2026-08-31T13:29:38Z","2026-08-31T13:51:06Z","1288","00:21:28","201769.14593120455","ATH","991.4310346707005","Not Refunded","executed","received","False","True","0x0c4a934eebc28cadea3a17d840dff1cc540adbdccddb39f1335f6f02c6c69083","0x0c4a934eebc28cadea3a17d840dff1cc540adbdccddb39f1335f6f02c6c69083-3","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"osmosis : osmo1m8wg4vxkefhs374qxmmqpyusgz289wmulex5qdwpfx7jnrxzer5s9cv83q","Ethereum : 0xB773bCc5B325ad9AC6B36e1A046AD4466833A16E","osmosis","Ethereum","osmo1m8wg4vxkefhs374qxmmqpyusgz289wmulex5qdwpfx7jnrxzer5s9cv83q","0xB773bCc5B325ad9AC6B36e1A046AD4466833A16E","2026-08-31T13:28:40Z","2026-08-31T13:28:40Z","2026-08-31T13:31:47Z","187","00:03:07","183.576575","axlUSDC","183.554545811","Pending Refund","executed","received","False","True","59DB646495C133568ECD51C3C5580B423F5B4DE788FE1054E36706E68F8578D5","0x04bb957cf12d95749917995d6ee72467bdd97b026411fa31e612bb5304f40ef6-7095922","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"binance : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","Ethereum : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","binance","Ethereum","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","2026-08-31T13:27:03Z","2026-08-31T13:27:03Z","2026-08-31T13:28:47Z","104","00:01:44","4.960903","axlUSDC","4.960327535252","Not Refunded","executed","received","False","True","0x527ddd02b94062c7de28dc059c55574a722d41da18cb03f52921c94fa4c52ed9","0x527ddd02b94062c7de28dc059c55574a722d41da18cb03f52921c94fa4c52ed9-12","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"osmosis : osmo1n6ney9tsf55etz9nrmzyd8wa7e64qd3s06a74fqs30ka8pps6cvqtsycr6","binance : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","osmosis","binance","osmo1n6ney9tsf55etz9nrmzyd8wa7e64qd3s06a74fqs30ka8pps6cvqtsycr6","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","2026-08-31T13:26:00Z","2026-08-31T13:26:00Z","2026-08-31T13:26:30Z","30","00:00:30","0.58768","axlUSDC","0.58761182912","Pending Refund","executed","received","False","True","56A9E1E66207660CC6BA1EAA99D615F3D77D9FAFB01EB14CD5857307AD1CF743","0x8be162744012ee829ae2f4d2c071b04f89d3068cb280b1b1f662c51385ea7e0d-7095921","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"axelar : axelar1aqcj54lzz0rk22gvqgcn8fr5tx4rzwdv5wv5j9dmnacgefvd7wzsy2j2mr","ethereum : 0xB5FB4BE02232B1bBA4dC8f81dc24C26980dE9e3C","axelar","ethereum","axelar1aqcj54lzz0rk22gvqgcn8fr5tx4rzwdv5wv5j9dmnacgefvd7wzsy2j2mr","0xB5FB4BE02232B1bBA4dC8f81dc24C26980dE9e3C","2026-08-31T13:25:26Z","2026-08-31T13:25:26Z","2026-08-31T13:26:23Z","57","00:00:57","50013.22836501205","ATH","0","Pending Refund","executed","received","False","False","C933AD32D1C5E8635846006ADFE5707843F5BC34C62AC1D2484951DBA42A78EB","0xc933ad32d1c5e8635846006adfe5707843f5bc34c62ac1d2484951dba42a78eb-7095920","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"axelar : axelar1aqcj54lzz0rk22gvqgcn8fr5tx4rzwdv5wv5j9dmnacgefvd7wzsy2j2mr","base : 0xB5FB4BE02232B1bBA4dC8f81dc24C26980dE9e3C","axelar","base","axelar1aqcj54lzz0rk22gvqgcn8fr5tx4rzwdv5wv5j9dmnacgefvd7wzsy2j2mr","0xB5FB4BE02232B1bBA4dC8f81dc24C26980dE9e3C","2026-08-31T13:24:09Z","2026-08-31T13:24:09Z","2026-08-31T13:24:39Z","30","00:00:30","185025134.34848282","DRAGONX",,"Pending Refund","executed","received","False","False","B43386EAA415CCC88193E536C31E3DD15AD316E73D87E8CD541425913283CB43","0xb43386eaa415ccc88193e536c31e3dd15ad316e73d87e8cd541425913283cb43-7095913","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"avalanche : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","osmosis : osmo1j5mzxyej2rk0v48exukax7tn2w9axq8jft4ng3","avalanche","osmosis","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","osmo1j5mzxyej2rk0v48exukax7tn2w9axq8jft4ng3","2026-08-31T13:22:32Z","2026-08-31T13:22:32Z","2026-08-31T13:22:58Z","26","00:00:26","107.020959","axlUSDC","107.00608308669901","Not Refunded","executed","received","False","True","0x0e44df2d69b5eedb3a842b90e670eb1fadc2d582240e5b4f8b62205c216fa897","0x0e44df2d69b5eedb3a842b90e670eb1fadc2d582240e5b4f8b62205c216fa897-14","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"ethereum : 0x4f49B53928A71E553bB1B0F66a5BcB54Fd4E8932","immutable : 0x4f49B53928A71E553bB1B0F66a5BcB54Fd4E8932","ethereum","immutable","0x4f49B53928A71E553bB1B0F66a5BcB54Fd4E8932","0x4f49B53928A71E553bB1B0F66a5BcB54Fd4E8932","2026-08-31T13:18:59Z","2026-08-31T13:18:59Z","2026-08-31T13:37:29Z","1110","00:18:30",,,,"Not Refunded","executed","received","False","True","0x6f11466fcb6e9e28b155755c9666b74e52e750dd674a331679563af3b3bf3c61","0x6f11466fcb6e9e28b155755c9666b74e52e750dd674a331679563af3b3bf3c61-1","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"optimism : 0xaaa6A279fC98b9bF94bD479C90D701417e361fc2","Ethereum : 0xaaa6a279fc98b9bf94bd479c90d701417e361fc2","optimism","Ethereum","0xaaa6A279fC98b9bF94bD479C90D701417e361fc2","0xaaa6a279fc98b9bf94bd479c90d701417e361fc2","2026-08-31T13:18:21Z","2026-08-31T13:18:21Z","2026-08-31T13:45:35Z","1634","00:27:14",,,,"Not Refunded","executed","received","False","True","0x741c315ffb36f3f57664b95c9cc8902f328ee73504a4992267a9b9228233a238","0x741c315ffb36f3f57664b95c9cc8902f328ee73504a4992267a9b9228233a238-3","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"immutable : 0x4f49B53928A71E553bB1B0F66a5BcB54Fd4E8932","Ethereum : 0x4f49B53928A71E553bB1B0F66a5BcB54Fd4E8932","immutable","Ethereum","0x4f49B53928A71E553bB1B0F66a5BcB54Fd4E8932","0x4f49B53928A71E553bB1B0F66a5BcB54Fd4E8932","2026-08-31T13:16:59Z","2026-08-31T13:16:59Z","2026-08-31T13:18:23Z","84","00:01:24",,,,"Not Refunded","executed","received","False","True","0x4b8f404d100961eca0055a8b8320b7eac8c5e519098740e4dab1a6d5fb14023f","0x4b8f404d100961eca0055a8b8320b7eac8c5e519098740e4dab1a6d5fb14023f-5","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"osmosis : osmo1n6ney9tsf55etz9nrmzyd8wa7e64qd3s06a74fqs30ka8pps6cvqtsycr6","Ethereum : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","osmosis","Ethereum","osmo1n6ney9tsf55etz9nrmzyd8wa7e64qd3s06a74fqs30ka8pps6cvqtsycr6","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","2026-08-31T13:16:52Z","2026-08-31T13:16:52Z","2026-08-31T13:18:23Z","91","00:01:31","0.006361232492283772","axlETH","15.606011673319781","Pending Refund","executed","received","False","True","446D129B71CFFEC92F731F7A5F011A55B806E764F090C7C0046287942B2391A7","0x877c158b113f4829511b40cfee02a2f3e7268b59d08cf3b1c6f3c09384a49ba0-7095907","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"ethereum : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","immutable : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","ethereum","immutable","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","2026-08-31T13:15:11Z","2026-08-31T13:15:11Z","2026-08-31T13:31:15Z","964","00:16:04","2.451077","USDC","2.450768164298","Not Refunded","executed","received","False","True","0x4cb1f06052d60473e818de4c9b09c176fa58fc8eaf4f21a4d7e3ea053c99a7d6","0x4cb1f06052d60473e818de4c9b09c176fa58fc8eaf4f21a4d7e3ea053c99a7d6-7","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"avalanche : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","osmosis : osmo1j5mzxyej2rk0v48exukax7tn2w9axq8jft4ng3","avalanche","osmosis","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","osmo1j5mzxyej2rk0v48exukax7tn2w9axq8jft4ng3","2026-08-31T13:14:57Z","2026-08-31T13:14:57Z","2026-08-31T13:15:23Z","26","00:00:26","97.57331","axlUSDC","97.56101576294002","Not Refunded","executed","received","False","True","0xb90ae0b47d7f9ba8c26bebaab936b8d81a113b0d0222ad31210bcd3c65b78ddd","0xb90ae0b47d7f9ba8c26bebaab936b8d81a113b0d0222ad31210bcd3c65b78ddd-14","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"axelar : axelar1aqcj54lzz0rk22gvqgcn8fr5tx4rzwdv5wv5j9dmnacgefvd7wzsy2j2mr","optimism : 0xB5FB4BE02232B1bBA4dC8f81dc24C26980dE9e3C","axelar","optimism","axelar1aqcj54lzz0rk22gvqgcn8fr5tx4rzwdv5wv5j9dmnacgefvd7wzsy2j2mr","0xB5FB4BE02232B1bBA4dC8f81dc24C26980dE9e3C","2026-08-31T13:13:07Z","2026-08-31T13:13:07Z","2026-08-31T13:13:33Z","26","00:00:26","326.23839337393093","FNX",,"Not Refunded","executed","received","False","False","3828CB13FD6F6D10AB420B93DFADFC0D74711775228FD5FE6C853D799BBC1F40","0x3828cb13fd6f6d10ab420b93dfadfc0d74711775228fd5fe6c853d799bbc1f40-7095906","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"polygon : 0xB5FB4BE02232B1bBA4dC8f81dc24C26980dE9e3C","axelar : axelar1aqcj54lzz0rk22gvqgcn8fr5tx4rzwdv5wv5j9dmnacgefvd7wzsy2j2mr","polygon","axelar","0xB5FB4BE02232B1bBA4dC8f81dc24C26980dE9e3C","axelar1aqcj54lzz0rk22gvqgcn8fr5tx4rzwdv5wv5j9dmnacgefvd7wzsy2j2mr","2026-08-31T13:12:48Z","2026-08-31T13:12:48Z","2026-08-31T13:13:07Z","19","00:00:19","326.23839337393093","FNX",,"Not Refunded","executed","received","False","True","0xe996025603d945e30d472b36361507debd784b7780222cdeb25c174e778c32bc","0xe996025603d945e30d472b36361507debd784b7780222cdeb25c174e778c32bc-6","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"polygon : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","Ethereum : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","polygon","Ethereum","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","2026-08-31T13:12:03Z","2026-08-31T13:12:03Z","2026-08-31T13:13:47Z","104","00:01:44","29.128175","axlUSDC","29.1245631063","Not Refunded","executed","received","False","True","0xd5dc476212c7df333936bed0d1b1bedff042299351c2774f1ab700bd554afb67","0xd5dc476212c7df333936bed0d1b1bedff042299351c2774f1ab700bd554afb67-39","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"osmosis : osmo1n6ney9tsf55etz9nrmzyd8wa7e64qd3s06a74fqs30ka8pps6cvqtsycr6","base : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","osmosis","base","osmo1n6ney9tsf55etz9nrmzyd8wa7e64qd3s06a74fqs30ka8pps6cvqtsycr6","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","2026-08-31T13:11:29Z","2026-08-31T13:11:29Z","2026-08-31T13:12:09Z","40","00:00:40","39.884339","axlUSDC","39.879393341964","Pending Refund","executed","received","False","True","086C40C49DCABB461E7A68432BC4C202F8A8DBE438C2014889D45E23F86F1159","0x577f33228aaa7bb4b5aafc12087a1ee00619c4416746a16ed225837273ac5835-7095900","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"binance : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","base : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","binance","base","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","2026-08-31T13:07:02Z","2026-08-31T13:07:02Z","2026-08-31T13:08:09Z","67","00:01:07","365.938252","axlUSDC","365.87823812667193","Not Refunded","executed","received","False","True","0x3298f2443736da074b9f66dd9bbe6defee1f897f39b43d5d8cb5924fec10ae07","0x3298f2443736da074b9f66dd9bbe6defee1f897f39b43d5d8cb5924fec10ae07-15","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"binance : 0x43d090025aAA6C8693B71952B910AC55CcB56bBb","osmosis : osmo173adwu8q6xfww53rhwtlxhjyafav74k6qsu9a7","binance","osmosis","0x43d090025aAA6C8693B71952B910AC55CcB56bBb","osmo173adwu8q6xfww53rhwtlxhjyafav74k6qsu9a7","2026-08-31T13:06:01Z","2026-08-31T13:06:01Z","2026-08-31T13:06:14Z","13","00:00:13","4763.27","AXL","215.32785966030002","Not Refunded","executed","received","False","True","0x47bb52efcfcfb0d722347bb736af24faf343106c220efd32805ffde5946b65b7","0x47bb52efcfcfb0d722347bb736af24faf343106c220efd32805ffde5946b65b7-3","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"axelar : axelar1aqcj54lzz0rk22gvqgcn8fr5tx4rzwdv5wv5j9dmnacgefvd7wzsy2j2mr","binance : 0xB5FB4BE02232B1bBA4dC8f81dc24C26980dE9e3C","axelar","binance","axelar1aqcj54lzz0rk22gvqgcn8fr5tx4rzwdv5wv5j9dmnacgefvd7wzsy2j2mr","0xB5FB4BE02232B1bBA4dC8f81dc24C26980dE9e3C","2026-08-31T13:05:08Z","2026-08-31T13:05:08Z","2026-08-31T13:05:25Z","17","00:00:17","15351851000.267334","MANYU","0","Pending Refund","executed","received","False","False","3FFF6E3D5155E991B99E986FF83D7EC2730499A3CCB9A40F2270CBE36576331F","0x3fff6e3d5155e991b99e986ff83d7ec2730499a3ccb9a40f2270cbe36576331f-7095899","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"ethereum : 0xB5FB4BE02232B1bBA4dC8f81dc24C26980dE9e3C","axelar : axelar1aqcj54lzz0rk22gvqgcn8fr5tx4rzwdv5wv5j9dmnacgefvd7wzsy2j2mr","ethereum","axelar","0xB5FB4BE02232B1bBA4dC8f81dc24C26980dE9e3C","axelar1aqcj54lzz0rk22gvqgcn8fr5tx4rzwdv5wv5j9dmnacgefvd7wzsy2j2mr","2026-08-31T13:04:59Z","2026-08-31T13:04:59Z","2026-08-31T13:24:09Z","1150","00:19:10","185025134.34848282","DRAGONX",,"Not Refunded","executed","received","False","True","0x111098d5ba190436d095c6a0ad9e366faae85e9555abad7b761bbb92d834544f","0x111098d5ba190436d095c6a0ad9e366faae85e9555abad7b761bbb92d834544f-28","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"arbitrum : 0xB5FB4BE02232B1bBA4dC8f81dc24C26980dE9e3C","axelar : axelar1aqcj54lzz0rk22gvqgcn8fr5tx4rzwdv5wv5j9dmnacgefvd7wzsy2j2mr","arbitrum","axelar","0xB5FB4BE02232B1bBA4dC8f81dc24C26980dE9e3C","axelar1aqcj54lzz0rk22gvqgcn8fr5tx4rzwdv5wv5j9dmnacgefvd7wzsy2j2mr","2026-08-31T13:04:04Z","2026-08-31T13:04:04Z","2026-08-31T13:25:26Z","1282","00:21:22","50013.22836501205","ATH","246.40917456701058","Not Refunded","executed","received","False","True","0x931b429bc6a569ed5f6d087f7543f4ff4e004620cbf6b16322cab93be3a8b72b","0x931b429bc6a569ed5f6d087f7543f4ff4e004620cbf6b16322cab93be3a8b72b-12","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"binance : 0x43d090025aAA6C8693B71952B910AC55CcB56bBb","osmosis : osmo173adwu8q6xfww53rhwtlxhjyafav74k6qsu9a7","binance","osmosis","0x43d090025aAA6C8693B71952B910AC55CcB56bBb","osmo173adwu8q6xfww53rhwtlxhjyafav74k6qsu9a7","2026-08-31T13:03:51Z","2026-08-31T13:03:51Z","2026-08-31T13:04:06Z","15","00:00:15","5057.16","AXL","231.86668970039997","Not Refunded","executed","received","False","True","0x45c9c4d3e99e82ce64b12f8c9f669193903927e8498d578fde926eb7ab4604d6","0x45c9c4d3e99e82ce64b12f8c9f669193903927e8498d578fde926eb7ab4604d6-3","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"polygon : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","base : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","polygon","base","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","2026-08-31T13:02:28Z","2026-08-31T13:02:28Z","2026-08-31T13:03:39Z","71","00:01:11","996.918486","axlUSDC","996.746019101922","Not Refunded","executed","received","False","True","0xf690c28501e87434b9097fa12d26ce80236b4835ba9215c342833fcdf1a8544a","0xf690c28501e87434b9097fa12d26ce80236b4835ba9215c342833fcdf1a8544a-15","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"binance : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","Polygon : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","binance","Polygon","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","2026-08-31T12:57:38Z","2026-08-31T12:57:38Z","2026-08-31T12:58:31Z","53","00:00:53","142.272742","axlUSDC","142.25168563418399","Not Refunded","executed","received","False","True","0x1cc889524a3af7045cfc176dfa46faefc9b923992dd33a64f6a07a83b2795336","0x1cc889524a3af7045cfc176dfa46faefc9b923992dd33a64f6a07a83b2795336-13","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"monad : 0x50beAbe4883981624aEa01F737B040d1e3Fe83FB","ethereum : 0x50beAbe4883981624aEa01F737B040d1e3Fe83FB","monad","ethereum","0x50beAbe4883981624aEa01F737B040d1e3Fe83FB","0x50beAbe4883981624aEa01F737B040d1e3Fe83FB","2026-08-31T12:55:01Z","2026-08-31T12:55:01Z","2026-08-31T12:56:23Z","82","00:01:22",,,,"Not Refunded","executed","received","False","True","0xa61c207aeb7e11ee81fb554d6ed2f21f19e9a6e507829b024c29add06d7db438","0xa61c207aeb7e11ee81fb554d6ed2f21f19e9a6e507829b024c29add06d7db438-8","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"filecoin : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","binance : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","filecoin","binance","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","2026-08-31T12:54:30Z","2026-08-31T12:54:30Z","2026-08-31T13:12:00Z","1050","00:17:30","673.422741","axlUSDC","673.3230744343319","Not Refunded","executed","received","False","True","0x010c21f7e6e1d8efd3ab9642da9cfea3c68e59eb7a7f1410a89dd9b2c1420ef0","0x010c21f7e6e1d8efd3ab9642da9cfea3c68e59eb7a7f1410a89dd9b2c1420ef0-13","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"osmosis : osmo1n6ney9tsf55etz9nrmzyd8wa7e64qd3s06a74fqs30ka8pps6cvqtsycr6","base : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","osmosis","base","osmo1n6ney9tsf55etz9nrmzyd8wa7e64qd3s06a74fqs30ka8pps6cvqtsycr6","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","2026-08-31T12:52:04Z","2026-08-31T12:52:04Z","2026-08-31T12:52:39Z","35","00:00:35","0.990293","axlUSDC","0.990153368687","Pending Refund","executed","received","False","True","99FE52215B42978F107208AF5334826522CD8F36BD68B72791E613B2C95C7F2F","0xa58b85ff6bf0ac3adfd644d5d9a1ee212d5f933a876d3f42e0f1af2c4dc70228-7095821","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
